id,sku,name,category,description,zone,section,position,inventoriable,stock_on_hand,stock_on_order,total_purchased,tracking_unit,purchase_unit,purchase_to_tracking_conversion,stock_status,state,unit_cost,actual_unit_cost,low_stock_limit,currency,starting_quantity,starting_unit_price,preferred_vendor,last_stocktake,Created At,Updated At
21558249,297,Oat Milk,,"","","","",yes,5000.0,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,5000.0,0.0,"","",2026-07-17 14:30:49 +0100,2026-08-12 11:47:13 +0100
21557880,055,Salt,,"","","","",yes,4098.57941,0.0,0.0,g,kg,1000.0,In Stock,active,0.00044,0.00044,0.0,GBP,10000.0,0.00044,"","",2026-07-17 14:30:46 +0100,2026-07-20 15:32:52 +0100
21557904,062,Sunflower Oil,,"","","","",yes,82858.8917,0.0,69000.0,g,kg,1000.0,In Stock,active,0.00152,0.00152,0.0,GBP,67500.0,0.00152,"","",2026-07-17 14:30:46 +0100,2026-07-20 16:14:32 +0100
21558336,332,Carrot (Fresh),,"","","","",yes,-16424.0,0.0,60000.0,g,kg,1000.0,Out of Stock,active,0.0016,0.0016,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:50 +0100,2026-08-12 10:34:40 +0100
21558342,333a,Rice Vinegar,,"","","","",yes,18756.0,0.0,0.0,g,kg,1010.0,In Stock,active,0.0,0.0,0.0,GBP,20000.0,0.0,"","",2026-07-17 14:30:50 +0100,2026-07-17 14:30:50 +0100
21557895,060,Sugar,,"","","","",yes,11516.45156,0.0,50000.0,g,kg,1000.0,In Stock,active,0.0006,0.0006,0.0,GBP,20000.0,0.00064,S.Hukins,"",2026-07-17 14:30:46 +0100,2026-08-11 12:15:00 +0100
21562833,999,Water,,"","","","",yes,879609.79252,0.0,0.0,g,item,1.0,In Stock,active,0.0,0.0,0.0,GBP,999999.0,0.0,"","",2026-07-20 14:01:24 +0100,2026-07-20 14:01:24 +0100
21557985,107a,Ginger (Fresh),,"","","","",yes,-1036.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:47 +0100,2026-07-17 14:30:47 +0100
21558228,279,Sesame Oil (Toasted),,"","","","",yes,-802.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:49 +0100,2026-07-17 14:30:49 +0100
21557949,093,Lemon (Fresh),,"","","","",yes,-1892.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:46 +0100,2026-07-17 14:30:46 +0100
21558138,242a,Salt Flakes (Maldon),,"","","","",yes,-187.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:48 +0100,2026-07-17 14:30:48 +0100
21558663,646,Moolie Daikon Radish,,"","","","",yes,-5440.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:53 +0100,2026-07-17 14:30:53 +0100
21623841,093a,Lemon Zest,,"","","","",no,,,,,,,,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-08-12 10:22:49 +0100,2026-08-12 10:22:49 +0100
21558321,324,Chili Powder,,"","","","",yes,1743.0,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,1900.0,0.0,"","",2026-07-17 14:30:50 +0100,2026-07-17 14:30:50 +0100
21557745,014,Coriander (Ground),,"","","","",yes,-583.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:45 +0100,2026-07-17 14:30:45 +0100
21557841,044,Onion Powder,,"","","","",yes,8732.2,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,9000.0,0.0,"","",2026-07-17 14:30:45 +0100,2026-07-17 14:30:45 +0100
21558354,336,Sesame Seeds,,"","","","",yes,3777.0,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,5500.0,0.0,"","",2026-07-17 14:30:50 +0100,2026-07-17 14:30:50 +0100
21558234,281,Garlic (Fresh),,"","","","",yes,-1739.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:49 +0100,2026-07-17 14:30:49 +0100
21557754,018,Garlic Powder,,"","","","",yes,12112.0,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,12500.0,0.0,"","",2026-07-17 14:30:45 +0100,2026-07-17 14:30:45 +0100
21557844,045,Paprika (Ground),,"","","","",yes,-623.0,0.0,0.0,g,kg,1000.0,Out of Stock,active,0.0,0.0,0.0,GBP,0.0,0.0,"","",2026-07-17 14:30:45 +0100,2026-07-17 14:30:45 +0100
21557910,064,Turmeric,,"","","","",yes,3622.6,0.0,0.0,g,kg,1000.0,In Stock,active,0.0,0.0,0.0,GBP,4000.0,0.0,"","",2026-07-17 14:30:46 +0100,2026-07-17 14:30:46 +0100
